################################################################
# abuse.ch URLhaus Database Dump (CSV)                         #
# Last updated: 2018-06-06 16:44:05 (UTC)                      #
#                                                              #
# Terms Of Use: https://urlhaus.abuse.ch/api/                  #
# For questions please contact urlhaus [at] abuse.ch           #
################################################################
#
# id,dateadded,url,url_status,threat,tags,urlhaus_link
"15994","2018-06-06 16:22:30","http://spargelhofmann.at/wp-content/themes/spargelhof/functions/3","online","malware_download","None","https://urlhaus.abuse.ch/url/15994/"
"15993","2018-06-06 16:22:29","http://wearyabin.com/wp-content/themes/twentyfourteen/inc/3","online","malware_download","None","https://urlhaus.abuse.ch/url/15993/"
"15992","2018-06-06 16:22:25","http://thelazyladder.com/wp-content/plugins/nextgen-gallery/2","online","malware_download","None","https://urlhaus.abuse.ch/url/15992/"
"15991","2018-06-06 16:22:23","http://electricchili.com/wp-content/plugins/bulletproof-security/includes/2","online","malware_download","None","https://urlhaus.abuse.ch/url/15991/"
"15990","2018-06-06 16:22:22","http://arcanadevgroup.com/wp-content/themes/twentyfifteen/inc/2","online","malware_download","None","https://urlhaus.abuse.ch/url/15990/"
"15989","2018-06-06 16:22:20","http://spargelhofmann.at/wp-content/themes/spargelhof/functions/2","online","malware_download","None","https://urlhaus.abuse.ch/url/15989/"
"15988","2018-06-06 16:22:19","http://wearyabin.com/wp-content/themes/twentyfourteen/inc/2","online","malware_download","None","https://urlhaus.abuse.ch/url/15988/"
"15987","2018-06-06 16:22:18","http://electricchili.com/wp-content/plugins/bulletproof-security/includes/1","online","malware_download","None","https://urlhaus.abuse.ch/url/15987/"
"15986","2018-06-06 16:22:14","http://thelazyladder.com/wp-content/plugins/nextgen-gallery/1","online","malware_download","None","https://urlhaus.abuse.ch/url/15986/"
"15985","2018-06-06 16:22:11","http://arcanadevgroup.com/wp-content/themes/twentyfifteen/inc/1","online","malware_download","None","https://urlhaus.abuse.ch/url/15985/"
"15984","2018-06-06 16:22:08","http://spargelhofmann.at/wp-content/themes/spargelhof/functions/1","online","malware_download","None","https://urlhaus.abuse.ch/url/15984/"
"15983","2018-06-06 16:22:06","http://wearyabin.com/wp-content/themes/twentyfourteen/inc/1","online","malware_download","None","https://urlhaus.abuse.ch/url/15983/"
"15982","2018-06-06 16:06:11","http://shoppingcat.net/STATUS/85165/","online","malware_download","emotet,doc","https://urlhaus.abuse.ch/url/15982/"
"15981","2018-06-06 16:06:08","http://madebymusic.dk/Client/Invoice-5350809470-06-05-2018/","online","malware_download","emotet,doc","https://urlhaus.abuse.ch/url/15981/"
"15980","2018-06-06 16:06:06","http://yeditepeofset.com/ACCOUNT/93031/","online","malware_download","emotet,doc","https://urlhaus.abuse.ch/url/15980/"
"15979","2018-06-06 16:06:05","http://geely.emgrand-shop.com/Client/HRI-Monthly-Invoice/","online","malware_download","emotet,doc","https://urlhaus.abuse.ch/url/15979/"
"15978","2018-06-06 16:03:16","http://mstroi-ramenskoye.ru/Fakturierung/Rechnung-scan-009-6447/","online","malware_download","emotet,doc","https://urlhaus.abuse.ch/url/15978/"
"15977","2018-06-06 16:03:15","http://ninjacoder.me/DETAILS/Rech/","offline","malware_download","emotet,doc","https://urlhaus.abuse.ch/url/15977/"
"15976","2018-06-06 16:03:14","http://scalyze.com/RECH/Rechnung-fur-Zahlung-054-4712/","online","malware_download","emotet,doc","https://urlhaus.abuse.ch/url/15976/"
"15975","2018-06-06 16:03:12","http://haari.net/RECH/Rechnung-vom-06/06/2018/","online","malware_download","emotet,doc","https://urlhaus.abuse.ch/url/15975/"
"15974","2018-06-06 16:03:10","http://fourshells.com/Zahlung/Bezahlen-Sie-die-Rechnung/","online","malware_download","emotet,doc","https://urlhaus.abuse.ch/url/15974/"
"15973","2018-06-06 16:03:08","http://bag4men.ru/Hilfestellung/Fakturierung-061-5629/","online","malware_download","emotet,doc","https://urlhaus.abuse.ch/url/15973/"
"15972","2018-06-06 16:03:06","http://www.kabiledans.com/wp-content/Client/Invoice-830881/","online","malware_download","emotet,doc","https://urlhaus.abuse.ch/url/15972/"
"15971","2018-06-06 16:03:04","http://www.imagenkade.com/FILE/HRI-Monthly-Invoice/","online","malware_download","emotet,doc","https://urlhaus.abuse.ch/url/15971/"
"15970","2018-06-06 15:59:25","http://termodinamic.ro/Rechnungszahlung/Rechnungsanschrift-korrigiert/","online","malware_download","emotet,doc","https://urlhaus.abuse.ch/url/15970/"
"15969","2018-06-06 15:59:21","http://dgnet.com.br/DOC/Rech-00084/","online","malware_download","emotet,doc","https://urlhaus.abuse.ch/url/15969/"
"15968","2018-06-06 15:59:18","http://homedeco.com.ua/STATUS/INV5971321052796/","online","malware_download","emotet,doc","https://urlhaus.abuse.ch/url/15968/"
"15967","2018-06-06 15:59:13","http://tramper.cn/STATUS/Pay-Invoice/","online","malware_download","emotet,doc","https://urlhaus.abuse.ch/url/15967/"
"15966","2018-06-06 15:59:10","http://artvaleri.ru/DETAILS/Rechnungszahlung-018-1087/","online","malware_download","emotet,doc","https://urlhaus.abuse.ch/url/15966/"
"15965","2018-06-06 15:59:05","http://windwardwake.com/RECH/Unsere-Rechnung-vom-06-Juni-093-5335/","online","malware_download","emotet,doc","https://urlhaus.abuse.ch/url/15965/"
"15964","2018-06-06 15:54:15","http://minhphucomputer.com/Rechnungszahlung/Zahlungserinnerung-vom-Juni/","online","malware_download","emotet,doc","https://urlhaus.abuse.ch/url/15964/"
"15963","2018-06-06 15:54:11","http://www.paidtv.siaraya.com/DOC-Dokument/Ihre-Rechnung/","online","malware_download","emotet,doc","https://urlhaus.abuse.ch/url/15963/"
"15962","2018-06-06 15:54:07","http://hnw7.com/Fakturierung/Fakturierung/","online","malware_download","emotet,doc","https://urlhaus.abuse.ch/url/15962/"
"15961","2018-06-06 15:54:05","http://partitshirtleri.com/DOC/INV282797447804992/","online","malware_download","emotet,doc","https://urlhaus.abuse.ch/url/15961/"
"15960","2018-06-06 15:54:03","http://taltus.co.uk/FORM/Ihre-Rechnung/","online","malware_download","emotet,doc","https://urlhaus.abuse.ch/url/15960/"
"15959","2018-06-06 15:49:06","http://heymelby.com/ACCOUNT/Invoice-164123525-Invoice-date-060618-Order-no-4222148821/","online","malware_download","emotet,doc","https://urlhaus.abuse.ch/url/15959/"
"15958","2018-06-06 15:49:04","http://carricusa.com/ssfm/DOC/Invoice-64306258245-06-06-2018/","online","malware_download","emotet,doc","https://urlhaus.abuse.ch/url/15958/"
"15956","2018-06-06 15:48:03","http://callisto.co.in/STATUS/Customer-Invoice-PV-4864732/","online","malware_download","emotet,doc","https://urlhaus.abuse.ch/url/15956/"
"15957","2018-06-06 15:48:03","http://majaratajc.com/STATUS/ACCOUNT498285/","online","malware_download","emotet,doc","https://urlhaus.abuse.ch/url/15957/"
"15955","2018-06-06 15:47:03","http://netcozumler.net/FILE/Invoice-67610566088-06-06-2018/","online","malware_download","emotet,doc","https://urlhaus.abuse.ch/url/15955/"
"15954","2018-06-06 15:46:07","http://mimhospeda.com/central/STATUS/Pay-Invoice/","online","malware_download","emotet,doc","https://urlhaus.abuse.ch/url/15954/"
"15953","2018-06-06 15:46:05","http://vanwyckpress.com/ACCOUNT/invoice/","online","malware_download","emotet,doc","https://urlhaus.abuse.ch/url/15953/"
"15952","2018-06-06 15:46:04","http://www.dangductuyen.com/tamhung/Rechnungszahlung/Erinnerung-an-die-Rechnungszahlung-Nr089535/","online","malware_download","emotet,doc","https://urlhaus.abuse.ch/url/15952/"
"15951","2018-06-06 15:38:03","http://usagov.net/ups.com/WebTracking/EGW-3888835/","online","malware_download","emotet,doc","https://urlhaus.abuse.ch/url/15951/"
"15950","2018-06-06 15:35:16","http://in-green.ru/Hilfestellung/Rechnung-fur-Zahlung-065855/","offline","malware_download","emotet,doc","https://urlhaus.abuse.ch/url/15950/"
"15949","2018-06-06 15:35:14","http://pmionline.us/ups.com/WebTracking/HOE-88199165/","online","malware_download","emotet,doc","https://urlhaus.abuse.ch/url/15949/"
"15948","2018-06-06 15:35:12","http://www.rsdsolutions.com/Client/Account-15122/","online","malware_download","emotet,doc","https://urlhaus.abuse.ch/url/15948/"
"15947","2018-06-06 15:35:10","http://yunwaibao.net/ups.com/WebTracking/VVC-4176390/","online","malware_download","emotet,doc","https://urlhaus.abuse.ch/url/15947/"
"15946","2018-06-06 15:35:05","http://jcstudio.com.my/ups.com/WebTracking/OX-6571768591/","online","malware_download","emotet,doc","https://urlhaus.abuse.ch/url/15946/"
"15945","2018-06-06 15:35:02","http://metal-on-metal.com/ups.com/WebTracking/HVR-2702943/","online","malware_download","emotet,doc","https://urlhaus.abuse.ch/url/15945/"
"15944","2018-06-06 15:18:14","http://nepapiano.com/ups.com/WebTracking/WL-26364823586/","online","malware_download","emotet,doc","https://urlhaus.abuse.ch/url/15944/"
"15943","2018-06-06 15:18:12","http://stellamidia.com.br/STATUS/Invoice-484073/","online","malware_download","emotet,doc","https://urlhaus.abuse.ch/url/15943/"
"15942","2018-06-06 15:18:09","http://softechint.co.uk/ups.com/WebTracking/OPD-669754049125963/","online","malware_download","emotet,doc","https://urlhaus.abuse.ch/url/15942/"
"15941","2018-06-06 15:18:08","http://porcelanafriapasoapaso.com/ACCOUNT/HRI-Monthly-Invoice/","online","malware_download","emotet,doc","https://urlhaus.abuse.ch/url/15941/"
"15940","2018-06-06 15:18:05","http://www.creedcraft.net/ups.com/WebTracking/IL-38357588450/","online","malware_download","emotet,doc","https://urlhaus.abuse.ch/url/15940/"
"15939","2018-06-06 15:18:04","https://amox.de/ups.com/WebTracking/AVJ-9382762489/","online","malware_download","emotet,doc","https://urlhaus.abuse.ch/url/15939/"
"15937","2018-06-06 15:18:03","http://kelleroni.nl/ups.com/WebTracking/WW-82557815366094/","online","malware_download","emotet,doc","https://urlhaus.abuse.ch/url/15937/"
"15938","2018-06-06 15:18:03","http://roigl.de/ups.com/WebTracking/UK-2765487183/","online","malware_download","emotet,doc","https://urlhaus.abuse.ch/url/15938/"
"15936","2018-06-06 14:59:07","http://stephanmahler.de/FILE/Invoice-27596/","online","malware_download","emotet,doc,heodo","https://urlhaus.abuse.ch/url/15936/"
"15935","2018-06-06 14:59:06","http://sthenri.com.au/ACCOUNT/Payment/","online","malware_download","emotet,doc,heodo","https://urlhaus.abuse.ch/url/15935/"
"15934","2018-06-06 14:59:03","http://kteis.com/FILE/Services-06-06-18-New-Customer-UT/","online","malware_download","emotet,doc,heodo","https://urlhaus.abuse.ch/url/15934/"
"15933","2018-06-06 14:52:05","http://krovatki.biz/STATUS/Payment/","online","malware_download","emotet,doc,heodo","https://urlhaus.abuse.ch/url/15933/"
"15932","2018-06-06 14:52:03","http://mebelnev.ru/ups.com/WebTracking/KY-73836160008/","online","malware_download","emotet,doc,heodo","https://urlhaus.abuse.ch/url/15932/"
"15931","2018-06-06 14:43:09","http://tbase.com.br/ups.com/WebTracking/HS-69328588545/","online","malware_download","emotet,doc,heodo","https://urlhaus.abuse.ch/url/15931/"
"15930","2018-06-06 14:43:07","http://autodetali-161.ru/DOC/Invoice-80460/","online","malware_download","emotet,doc,heodo","https://urlhaus.abuse.ch/url/15930/"
"15929","2018-06-06 14:43:04","http://customt-shirtz.com/ups.com/WebTracking/IM-225782966/","online","malware_download","emotet,doc,heodo","https://urlhaus.abuse.ch/url/15929/"
"15928","2018-06-06 14:43:02","http://hispn.net/FILE/Invoice-813938/","online","malware_download","emotet,doc,heodo","https://urlhaus.abuse.ch/url/15928/"
"15927","2018-06-06 14:38:20","http://stoertebeker-sylt.de/ups.com/WebTracking/EDD-060096420064154/","online","malware_download","emotet,doc,heodo","https://urlhaus.abuse.ch/url/15927/"
"15926","2018-06-06 14:38:19","http://www.dzdgfj.com/ups.com/WebTracking/PK-555061461982420/","online","malware_download","emotet,doc,heodo","https://urlhaus.abuse.ch/url/15926/"
"15925","2018-06-06 14:38:07","http://datos.com.tw/image/album/normal/ACCOUNT/Direct-Deposit-Notice/","online","malware_download","emotet,doc,heodo","https://urlhaus.abuse.ch/url/15925/"
"15924","2018-06-06 14:38:04","http://ingridkaslik.com/ACCOUNT/Past-Due-invoice/","online","malware_download","emotet,doc,heodo","https://urlhaus.abuse.ch/url/15924/"
"15923","2018-06-06 14:38:03","http://billeter.net/ups.com/WebTracking/GCO-78260194951/","online","malware_download","emotet,doc,heodo","https://urlhaus.abuse.ch/url/15923/"
"15922","2018-06-06 14:32:10","http://vanna-online.ru/Zahlungserinnerung-06-Juni/","online","malware_download","emotet,doc,heodo","https://urlhaus.abuse.ch/url/15922/"
"15921","2018-06-06 14:32:09","http://antalyayedekparca.com/DOC/Invoice-433133/","online","malware_download","emotet,doc,heodo","https://urlhaus.abuse.ch/url/15921/"
"15920","2018-06-06 14:32:07","http://karavantekstil.com/Fakturierung/","online","malware_download","emotet,doc,heodo","https://urlhaus.abuse.ch/url/15920/"
"15919","2018-06-06 14:32:06","http://www.ppv.siaraya.com/Past-Due-Invoices/","online","malware_download","emotet,doc,heodo","https://urlhaus.abuse.ch/url/15919/"
"15918","2018-06-06 14:32:03","http://mebelera.ru/Rechnungs-06-Juni/","online","malware_download","emotet,doc,heodo","https://urlhaus.abuse.ch/url/15918/"
"15917","2018-06-06 14:27:08","http://outdoorspioneer.com/Client/INV679004068/","online","malware_download","emotet,doc,heodo","https://urlhaus.abuse.ch/url/15917/"
"15916","2018-06-06 14:27:03","http://www.itswitch.nl/FILE/New-Invoice-KD14467-EL-52687/","online","malware_download","emotet,doc,heodo","https://urlhaus.abuse.ch/url/15916/"
"15915","2018-06-06 14:27:02","http://dom-komilfo.com.ua/ups.com/WebTracking/MR-7090813/","online","malware_download","emotet,doc,heodo","https://urlhaus.abuse.ch/url/15915/"
"15914","2018-06-06 14:16:08","http://www.enbau.net/Client/Past-Due-invoice/","online","malware_download","emotet,doc,heodo","https://urlhaus.abuse.ch/url/15914/"
"15913","2018-06-06 14:16:06","http://zoovetdv.ru/STATUS/ACCOUNT50577897/","online","malware_download","emotet,doc,heodo","https://urlhaus.abuse.ch/url/15913/"
"15912","2018-06-06 14:16:05","http://3in1online.com.au/ups.com/WebTracking/QN-45355917/","online","malware_download","emotet,doc,heodo","https://urlhaus.abuse.ch/url/15912/"
"15911","2018-06-06 14:03:04","http://autokings.com.ua/DOC/Auditor-of-State-Notification-of-EFT-Deposit/","online","malware_download","heodo,emotet,doc","https://urlhaus.abuse.ch/url/15911/"
"15910","2018-06-06 14:03:02","http://80.211.39.199:80/bins/sora.x86","online","malware_download","None","https://urlhaus.abuse.ch/url/15910/"
"15909","2018-06-06 13:56:07","http://www.greghigh.com/drops.exe","online","malware_download","exe,Gozi","https://urlhaus.abuse.ch/url/15909/"
"15908","2018-06-06 13:56:03","http://siteshop.tk/UUd54A/","offline","malware_download","heodo,emotet,exe","https://urlhaus.abuse.ch/url/15908/"
"15907","2018-06-06 13:54:12","http://djkuhni.ru/MX7LZY/","online","malware_download","emotet,payload","https://urlhaus.abuse.ch/url/15907/"
"15906","2018-06-06 13:54:10","http://sunwindwater.com.au/1QiigimA/","online","malware_download","emotet,payload","https://urlhaus.abuse.ch/url/15906/"
"15905","2018-06-06 13:54:09","http://www.kavzatemizlikurunleri.com/XmlHuNZL/","online","malware_download","emotet,payload","https://urlhaus.abuse.ch/url/15905/"
"15904","2018-06-06 13:54:06","http://www.joomlaweb.cz/hLqNkW/","online","malware_download","emotet,payload","https://urlhaus.abuse.ch/url/15904/"
"15903","2018-06-06 13:54:05","http://www.tangentsolutions.co.in/vJQHJpu/","online","malware_download","emotet,payload","https://urlhaus.abuse.ch/url/15903/"
"15902","2018-06-06 13:49:34","http://skyleaders.com/OH7y4n2/","online","malware_download","emotet,payload,heodo","https://urlhaus.abuse.ch/url/15902/"
"15901","2018-06-06 13:49:32","http://amexx.sk/Z6JYZ/","online","malware_download","emotet,payload,heodo","https://urlhaus.abuse.ch/url/15901/"
"15900","2018-06-06 13:49:30","http://www.hadirliumutrestaurant.com/1ythcKK/","online","malware_download","emotet,payload,heodo","https://urlhaus.abuse.ch/url/15900/"
"15899","2018-06-06 13:49:15","http://healthphysics.com.au/p0ACEU/","online","malware_download","emotet,payload,heodo","https://urlhaus.abuse.ch/url/15899/"
"15898","2018-06-06 13:49:11","http://www.masozilan.info/YAL1Ah/","online","malware_download","emotet,payload,heodo","https://urlhaus.abuse.ch/url/15898/"
"15897","2018-06-06 13:45:11","http://indostraits.co.id/zzzzz.exe","online","malware_download","exe","https://urlhaus.abuse.ch/url/15897/"
"15896","2018-06-06 13:45:04","http://complience.com/file1/don.scr","online","malware_download","exe","https://urlhaus.abuse.ch/url/15896/"
"15895","2018-06-06 13:42:50","http://urganchsh28-m.uz/wp-content/clone.exe","online","malware_download","exe","https://urlhaus.abuse.ch/url/15895/"
"15894","2018-06-06 13:42:47","http://151.80.162.223/KOR/anor6.yarn","online","malware_download","ursnif","https://urlhaus.abuse.ch/url/15894/"
"15893","2018-06-06 13:42:44","http://151.80.162.223/KOR/anor7.yarn","online","malware_download","ursnif","https://urlhaus.abuse.ch/url/15893/"
"15892","2018-06-06 13:42:41","http://151.80.162.223/KOR/anor8.yarn","online","malware_download","ursnif","https://urlhaus.abuse.ch/url/15892/"
"15891","2018-06-06 13:42:38","http://151.80.162.223/KOR/anor9.yarn","online","malware_download","ursnif","https://urlhaus.abuse.ch/url/15891/"
"15890","2018-06-06 13:42:35","http://151.80.162.223/KOR/anor10.yarn","online","malware_download","ursnif","https://urlhaus.abuse.ch/url/15890/"
"15889","2018-06-06 13:42:32","http://151.80.162.223/KOR/crypt_0001_1090b.exe","online","malware_download","ursnif","https://urlhaus.abuse.ch/url/15889/"
"15888","2018-06-06 13:42:29","http://151.80.162.223/KOR/itan1.yarn","online","malware_download","ursnif","https://urlhaus.abuse.ch/url/15888/"
"15887","2018-06-06 13:42:26","http://151.80.162.223/KOR/itan2.yarn","online","malware_download","ursnif","https://urlhaus.abuse.ch/url/15887/"
"15886","2018-06-06 13:42:24","http://151.80.162.223/KOR/itan3.yarn","online","malware_download","ursnif","https://urlhaus.abuse.ch/url/15886/"
"15885","2018-06-06 13:42:21","http://151.80.162.223/KOR/itan10.yarn","online","malware_download","ursnif","https://urlhaus.abuse.ch/url/15885/"
"15884","2018-06-06 13:42:18","http://151.80.162.223/KOR/itan9.yarn","online","malware_download","ursnif","https://urlhaus.abuse.ch/url/15884/"
"15883","2018-06-06 13:42:15","http://151.80.162.223/KOR/itan8.yarn","online","malware_download","ursnif","https://urlhaus.abuse.ch/url/15883/"
"15882","2018-06-06 13:42:12","http://151.80.162.223/KOR/itan7.yarn","online","malware_download","ursnif","https://urlhaus.abuse.ch/url/15882/"
"15881","2018-06-06 13:42:09","http://151.80.162.223/KOR/itan6.yarn","online","malware_download","ursnif","https://urlhaus.abuse.ch/url/15881/"
"15880","2018-06-06 13:42:07","http://151.80.162.223/KOR/itan5.yarn","online","malware_download","ursnif","https://urlhaus.abuse.ch/url/15880/"
"15879","2018-06-06 13:42:04","http://151.80.162.223/KOR/itan4.yarn","online","malware_download","ursnif","https://urlhaus.abuse.ch/url/15879/"
"15878","2018-06-06 13:40:18","http://23.249.161.109/wrd/wrd.exe","online","malware_download","exe","https://urlhaus.abuse.ch/url/15878/"
"15877","2018-06-06 13:40:15","http://23.249.161.109/wrd/dm.exe","online","malware_download","exe","https://urlhaus.abuse.ch/url/15877/"
"15876","2018-06-06 13:40:06","http://23.249.161.109/wrd/ifu.exe","online","malware_download","exe","https://urlhaus.abuse.ch/url/15876/"
"15875","2018-06-06 13:39:47","http://qwdqwdqwd19.com/KOR/itan10.yarn","online","malware_download","ursnif","https://urlhaus.abuse.ch/url/15875/"
"15874","2018-06-06 13:39:43","http://qwdqwdqwd19.com/KOR/anor7.yarn","online","malware_download","ursnif","https://urlhaus.abuse.ch/url/15874/"
"15873","2018-06-06 13:39:40","http://qwdqwdqwd19.com/KOR/anor8.yarn","online","malware_download","ursnif","https://urlhaus.abuse.ch/url/15873/"
"15872","2018-06-06 13:39:37","http://qwdqwdqwd19.com/KOR/anor9.yarn","online","malware_download","ursnif","https://urlhaus.abuse.ch/url/15872/"
"15871","2018-06-06 13:39:34","http://qwdqwdqwd19.com/KOR/anor10.yarn","online","malware_download","ursnif","https://urlhaus.abuse.ch/url/15871/"
"15870","2018-06-06 13:39:31","http://qwdqwdqwd19.com/KOR/crypt_0001_1090b.exe","online","malware_download","ursnif","https://urlhaus.abuse.ch/url/15870/"
"15869","2018-06-06 13:39:28","http://qwdqwdqwd19.com/KOR/itan1.yarn","online","malware_download","ursnif","https://urlhaus.abuse.ch/url/15869/"
"15868","2018-06-06 13:39:24","http://qwdqwdqwd19.com/KOR/itan2.yarn","online","malware_download","ursnif","https://urlhaus.abuse.ch/url/15868/"
"15867","2018-06-06 13:39:21","http://qwdqwdqwd19.com/KOR/itan3.yarn","online","malware_download","ursnif","https://urlhaus.abuse.ch/url/15867/"
"15866","2018-06-06 13:39:18","http://qwdqwdqwd19.com/KOR/itan9.yarn","online","malware_download","ursnif","https://urlhaus.abuse.ch/url/15866/"
"15865","2018-06-06 13:39:15","http://qwdqwdqwd19.com/KOR/itan8.yarn","online","malware_download","ursnif","https://urlhaus.abuse.ch/url/15865/"
"15864","2018-06-06 13:39:12","http://qwdqwdqwd19.com/KOR/itan7.yarn","online","malware_download","ursnif","https://urlhaus.abuse.ch/url/15864/"
"15863","2018-06-06 13:39:09","http://qwdqwdqwd19.com/KOR/itan6.yarn","online","malware_download","ursnif","https://urlhaus.abuse.ch/url/15863/"
"15862","2018-06-06 13:39:07","http://qwdqwdqwd19.com/KOR/itan5.yarn","online","malware_download","ursnif","https://urlhaus.abuse.ch/url/15862/"
"15861","2018-06-06 13:39:04","http://qwdqwdqwd19.com/KOR/itan4.yarn","online","malware_download","ursnif","https://urlhaus.abuse.ch/url/15861/"
"15860","2018-06-06 13:38:06","http://qwdqwdqwd19.com/KOR/anor6.yarn","online","malware_download","ursnif","https://urlhaus.abuse.ch/url/15860/"
"15859","2018-06-06 13:37:03","http://b-nato.com/vee/New%20Order.exe","online","malware_download","exe","https://urlhaus.abuse.ch/url/15859/"
"15858","2018-06-06 13:36:06","http://psatafoods.com/oc/PO33344.exe","online","malware_download","exe,Loki","https://urlhaus.abuse.ch/url/15858/"
"15857","2018-06-06 13:34:11","http://shzwnsarin.com/folder/linkcrypted.exe","online","malware_download","exe","https://urlhaus.abuse.ch/url/15857/"
"15856","2018-06-06 13:26:05","http://majesticraft.com/me/015543672432450.exe","online","malware_download","None","https://urlhaus.abuse.ch/url/15856/"
"15855","2018-06-06 13:26:04","http://majesticraft.com/emzi/Purchase%20Order.exe","online","malware_download","HawkEye","https://urlhaus.abuse.ch/url/15855/"
"15854","2018-06-06 13:26:03","http://majesticraft.com/dean/Purchase%20Order.exe","online","malware_download","Loki","https://urlhaus.abuse.ch/url/15854/"
"15853","2018-06-06 13:26:02","http://majesticraft.com/deedee/ke/fdee/Purchase%Order.doc","offline","malware_download","None","https://urlhaus.abuse.ch/url/15853/"
"15852","2018-06-06 13:25:02","http://majesticraft.com/me/Panel/015543672432450.doc","online","malware_download","None","https://urlhaus.abuse.ch/url/15852/"
"15851","2018-06-06 13:22:13","http://uploadtops.is/1//f/7kdSZuf","online","malware_download","lokibot,Loki","https://urlhaus.abuse.ch/url/15851/"
"15850","2018-06-06 13:22:12","http://uploadtops.is/1//f/JZi491F","online","malware_download","dropper","https://urlhaus.abuse.ch/url/15850/"
"15849","2018-06-06 13:22:10","http://uploadtops.is/1//f/qEu0xCz","online","malware_download","remcos,RemcosRAT","https://urlhaus.abuse.ch/url/15849/"
"15848","2018-06-06 13:22:06","http://uploadtops.is/1//f/UAEVr7i","online","malware_download","lokibot,HawkEye","https://urlhaus.abuse.ch/url/15848/"
"15847","2018-06-06 13:22:04","http://uploadtops.is/1//f/Uq8gUtC","online","malware_download","None","https://urlhaus.abuse.ch/url/15847/"
"15846","2018-06-06 12:45:05","http://www.manipura.cl/DOC/Rechnungsanschrift-korrigiert-0957244/","online","malware_download","heodo,emotet,doc","https://urlhaus.abuse.ch/url/15846/"
"15845","2018-06-06 12:44:03","http://www.kamagra-wolf.com/CMS/libraries/fxc.exe","online","malware_download","exe","https://urlhaus.abuse.ch/url/15845/"
"15844","2018-06-06 12:44:02","http://www.kamagra-wolf.com/CMS/libraries/ouijac.exe","online","malware_download","exe","https://urlhaus.abuse.ch/url/15844/"
"15843","2018-06-06 12:42:03","http://www.kamagra-wolf.com/CMS/libraries/logo.exe","online","malware_download","exe","https://urlhaus.abuse.ch/url/15843/"
"15842","2018-06-06 12:41:03","http://13.80.152.225/v2/update.exe","offline","malware_download","None","https://urlhaus.abuse.ch/url/15842/"
"15841","2018-06-06 12:35:11","http://ventosdocamburi.com.br/Client/Past-Due-invoice/","online","malware_download","emotet,doc,heodo","https://urlhaus.abuse.ch/url/15841/"
"15840","2018-06-06 12:35:09","http://temizliyorum.com/Past-Due-Invoices/","online","malware_download","emotet,doc,heodo","https://urlhaus.abuse.ch/url/15840/"
"15839","2018-06-06 12:35:07","http://bochka-dub.ru/ups.com/WebTracking/LC-48206985019287/","online","malware_download","emotet,doc,heodo","https://urlhaus.abuse.ch/url/15839/"
